company_name,email,phone,website,snippet,commodity,source,collection_date,data_quality_score,additional_emails,additional_phones
Manufacturer of Precision Bearings and Custom Bearings,,,https://www.scheererbearing.com/,"Scheerer Bearing is a USA-based manufacturer of precision and custom bearings. We specialize in large industrial-grade bearings and offer engineering expertise, reconditioning, and global shipping.",Bearings,DuckDuckGo Search,2025-09-18 16:35:55,35,,
Made in the USA Bearings,,,https://schatzbearing.com/made-in-usa/,"As a Made in the USA manufacturer of precision bearings, Schatz sources high-quality materials and machines them to tight tolerances. We source materials from other Made in America suppliers who are also committed to quality and understand the import",Bearings,DuckDuckGo Search,2025-09-18 16:35:55,35,,
Top 10 bearings companies in USA,,,https://www.rollsbearing.com/23007-top-10-bearings-companies-in-usa.html,"Conclusion: There you have it - the top 10 bearings companies in the United States. While this list is by no means exhaustive, it should give you a good starting point when looking for quality bearings manufacturers. When selecting a supplier, be sur",Bearings,DuckDuckGo Search,2025-09-18 16:35:55,35,,
Bearings Manufacturers and Suppliers in the USA and Canada,,,https://www.thomasnet.com/suppliers/usa/bearings-3650207,"Distributor of ball and roller bearings for construction, material handling, packaging, food processing, power generation, power tools, and power transmission applications. Ball bearings include deep groove radial, angular contact, miniature/instrume",Bearings,DuckDuckGo Search,2025-09-18 16:35:55,35,,
Ball & Roller Bearings Supplier,,,https://www.bakerbearing.com/,Baker Bearing Company serves as a leading ball & roller bearings supplier & power transmission parts distributor for more than 30 years. Contact us today!,Bearings,DuckDuckGo Search,2025-09-18 16:35:55,35,,
Bearings 'R Us,,,https://www.bearingsrus.com/,"At Bearings 'R Us, customers can expect a vast selection of bearings from leading manufacturers, ensuring reliability, durability, and superior performance. Our extensive catalog encompasses a variety of product types, including deep groove ball bear",Bearings,DuckDuckGo Search,2025-09-18 16:35:55,35,,
United Bearing Company,,,https://www.unitedbearingcompany.com/index_php.html,*UNITED BEARING is not an authorized distributor for these manufacturers. Manufacturer's original packaging is often available. United Bearing is the World's #1 Source for bearings no longer in regular production and other hard to find items.,Bearings,DuckDuckGo Search,2025-09-18 16:35:55,35,,
Top Bearing Manufacturers in the USA: Your Guide to Quality and ...,,,https://industrial-wholesale.com/blog/bearing-manufacturers-in-usa/,"Explore the top 10 bearing manufacturers in the USA, from custom ball bearings to industrial solutions. Find quality suppliers and contact us today!",Bearings,DuckDuckGo Search,2025-09-18 16:35:55,35,,
"Bearing, Clutch, and Labyrinth Seal Supplier",,,https://www.gmnbt.com/,"GMN Bearing USA Located in Houston, TX, we supply GMN manufactured precision bearings, sprag clutches, and non-contact seals to OEMs, MROs, and distributors in North America while providing world-class engineering support and technical services.",Bearings,DuckDuckGo Search,2025-09-18 16:35:55,35,,
Superior Bearing & Supply,,,https://superiorbearings.com/,"Superior Bearing and Supply Superior Bearing is a bearing and seal solution company supplying industrial distributors, original equipment manufacturers, and wholesalers throughout North America. Superior's manufacturer network consists of bearing man",Bearings,DuckDuckGo Search,2025-09-18 16:35:55,35,,
Contact from https://www.rollsbearing.com/23007-top-10-bearings-companies-in-usa.html,sales@rollsbearing.com,852-2137605,https://www.rollsbearing.com/23007-top-10-bearings-companies-in-usa.html,Deep scraped from https://www.rollsbearing.com/23007-top-10-bearings-companies-in-usa.html,Bearings,Website Deep Scrape,2025-09-18 16:36:28,75,karin@rollsbearing.com,
Contact from https://www.rollsbearing.com/23007-top-10-bearings-companies-in-usa.html,karin@rollsbearing.com,852-2137605,https://www.rollsbearing.com/23007-top-10-bearings-companies-in-usa.html,Deep scraped from https://www.rollsbearing.com/23007-top-10-bearings-companies-in-usa.html,Bearings,Website Deep Scrape,2025-09-18 16:36:28,75,karin@rollsbearing.com,
Contact from https://www.bakerbearing.com/,Sales@bakerbearing.com,(800)808-5412,https://www.bakerbearing.com/,Deep scraped from https://www.bakerbearing.com/,Bearings,Website Deep Scrape,2025-09-18 16:36:49,75,brian@bakerbearing.com,"(800)875-6211, 800-875-6211, (800) 808-5412"
Contact from https://www.bakerbearing.com/,brian@bakerbearing.com,(800)808-5412,https://www.bakerbearing.com/,Deep scraped from https://www.bakerbearing.com/,Bearings,Website Deep Scrape,2025-09-18 16:36:49,75,brian@bakerbearing.com,"(800)875-6211, 800-875-6211, (800) 808-5412"
Contact from https://www.unitedbearingcompany.com/index_php.html,shipping@unitedbearingcompany.com,972.393.9245,https://www.unitedbearingcompany.com/index_php.html,Deep scraped from https://www.unitedbearingcompany.com/index_php.html,Bearings,Website Deep Scrape,2025-09-18 16:37:11,75,"accounting@unitedbearingcompany.com, sales@unitedbearingcompany.com, purchasing@unitedbearingcompany.com, unitedbrgpurch@unitedbearingcompany.com","972.393.9260, 800.531.4464, 972.393.0922, 800-328-4323, 800.328.4323"
Contact from https://www.unitedbearingcompany.com/index_php.html,accounting@unitedbearingcompany.com,972.393.9245,https://www.unitedbearingcompany.com/index_php.html,Deep scraped from https://www.unitedbearingcompany.com/index_php.html,Bearings,Website Deep Scrape,2025-09-18 16:37:11,75,"accounting@unitedbearingcompany.com, sales@unitedbearingcompany.com, purchasing@unitedbearingcompany.com, unitedbrgpurch@unitedbearingcompany.com","972.393.9260, 800.531.4464, 972.393.0922, 800-328-4323, 800.328.4323"
Contact from https://www.unitedbearingcompany.com/index_php.html,sales@unitedbearingcompany.com,972.393.9245,https://www.unitedbearingcompany.com/index_php.html,Deep scraped from https://www.unitedbearingcompany.com/index_php.html,Bearings,Website Deep Scrape,2025-09-18 16:37:11,75,"accounting@unitedbearingcompany.com, sales@unitedbearingcompany.com, purchasing@unitedbearingcompany.com, unitedbrgpurch@unitedbearingcompany.com","972.393.9260, 800.531.4464, 972.393.0922, 800-328-4323, 800.328.4323"
Custom Boxes & Custom Packaging Manufacturer in USA,,,https://7customboxes.com/,"7 Custom Boxes is a wholesale packaging company that has helped thousands of businesses create a brand identity in their industries through our custom boxes and bags. As the leading manufacturer and supplier of custom boxes in the USA, we focus on pr","Custom packaging, boxes",DuckDuckGo Search,2025-09-18 16:39:44,35,,
